2013,india
2015,india,Wednesday,April 15Apr 15,  Vishu  ,  Kerala Only. First day of Tulu calendar  
2015,india,Wednesday,April 15Apr 15,  Bohag Bihu Holiday  ,  Assam only  
2015,india,Thursday,April 16Apr 16,  Bohag Bihu Holiday  ,  Assam only  
2015,india,Friday,April 17Apr 17,  Public Holiday  ,  Uttar Pradesh. Birthday of former PM Chandra Shekhar  
2015,india,Monday,April 20Apr 20,  Parashurama Jayanti  ,"  Haryana, Himachal Pradesh, Uttar Pradesh only  "
2015,india,Friday,May 01May 1,  Maharashtra Day  ,  Maharashtra only. Commemorates the formation of the state of Maharashtra on 1 May 1960  
2015,india,Friday,May 01May 1,May Day ,"  Assam, Bihar, Goa, Jharkhand, Karnataka, Kerala, Manipur, Tamil Nadu, Tripura, West Bengal only  "
2015,india,Sunday,May 03May 3,  Hazrat Alis Birthday  ,  Uttar Pradesh only. Son in law of Prophet Muhammad  
2015,india,Monday,May 04May 4,Buddha Purnima  ,  Birth of Buddha  
2015,india,Saturday,May 09May 9,  Birthday of Rabindra Nath Tagore  ,"  Tripura, West Bengal.  A Bengali polymath who reshaped literature and music.  "
2015,india,Saturday,May 09May 9,  Public Holiday  ,  Uttar Pradesh. Birthday of Rajput king Maharana Pratap  
2015,india,Wednesday,May 20May 20,  Maharana Pratap Jayanti  ,"  Haryana, Himachal Pradesh, Rajasthan  "
2015,india,Tuesday,June 02Jun 2,  Sant Guru Kabir Jayanti  ,"  Gazetted holiday in Haryana, Himachal Pradesh, Punjab.  "
2015,india,Monday,June 15Jun 15,  Raja Sankranti  ,  Odisha only  
2015,india,Tuesday,June 16Jun 16,  Guru Arjun Dev Martyrdom day  ,  Punjab Only  
2015,india,Friday,June 19Jun 19,  Foundation of Sri Anandpur Sahib  ,  Punjab Only  
2015,india,Friday,July 10Jul 10,Jumat-ul-Wida ,"  Jammu and Kashmir, Uttarakhand. Last Friday of Ramadam  "
2015,india,Saturday,July 18Jul 18,Idul Fitr  ,"  All states except Goa, Jharkhand and Uttar Pradesh  "
2015,india,Friday,July 24Jul 24,Kharchi Puja ,  Tripura only  
2015,india,Tuesday,July 28Jul 28,  Public Holiday  ,  Telangana. Government only. Mourn the passing of APJ Abdul Kalam  
2015,india,Tuesday,July 28Jul 28,  State Holiday  ,  Karnataka. Government only. Mourn the passing of APJ Abdul Kalam  
2015,india,Thursday,July 30Jul 30,  Public Holiday  ,  Tamil Nadu. Government only. Funeral of APJ Abdul Kalam  
2015,india,Saturday,August 15Aug 15,Independence Day  ,
2015,india,Monday,August 17Aug 17,Teej ,  Haryana only  
2015,india,Tuesday,August 18Aug 18,Parsi New Year ,  Jamshed Navroz. Mumbai Only  
2015,india,Wednesday,August 19Aug 19,  Public Holiday  ,  Assam only. Allow voting in council polls  
2015,india,Thursday,August 27Aug 27,  First Onam  ,  Kerala only. Harvest Festival  
2015,india,Friday,August 28Aug 28,  Thiruvonam  ,  Kerala only. Harvest Festival  
2015,india,Saturday,August 29Aug 29,Raksha Bandhan ,"  Gujarat, Rajasthan, Uttarakhand, Uttar Pradesh only.  "
2015,india,Saturday,September 05Sep 5,Janmashtami ,  Celebrates the birth of Lord Shri Krishna  
2015,india,Tuesday,September 15Sep 15,  Tithi of Shrimanta Shankar Dev  ,  Assam only  
2015,india,Thursday,September 17Sep 17,Ganesh Chaturthi ,  Varasiddhi Vinayaka Vrata  
2015,india,Friday,September 18Sep 18,  Nuakhai  ,  Odisha only. Harvest Festival.  Day after Ganesh Chaturthi  
2015,india,Monday,September 21Sep 21,  Sree Narayana Guru Samadhi  ,  Kerala only. Marks the death of a key social reformer  
2015,india,Wednesday,September 23Sep 23,  Haryana's Heroes' Martyrdom Day  ,  Haryana only  
2015,india,Thursday,September 24Sep 24,Idul Juha ,  Bakrid.   
2015,india,Friday,September 25Sep 25,Idul Juha ,"  Bakrid. Assam, Delhi, Himachal Pradesh, Haryana, Maharashtra  "
2015,india,Friday,October 02Oct 2,Mahatma Gandhi Birthday ,   Gandhi Jayanti.  
2015,india,Monday,October 12Oct 12,Mahalaya ,"  Karnataka, Odisha, Tripura, West Bengal only.  "
2015,india,Tuesday,October 13Oct 13,  Maharaja Agrasen Jayanati  ,  Haryana only  
2015,india,Sunday,October 18Oct 18,  Kati Bihu  ,  Assam only  
2015,india,Tuesday,October 20Oct 20,Saptami of Durgapuja ,"  Assam, Odisha, Sikkim, Tripura, West Bengal  "
2015,india,Tuesday,October 20Oct 20,  Public Holiday  ,  Telangana. Government only. Eve of Bathukamma Festival  
2015,india,Wednesday,October 21Oct 21,Ayudha Puja ,"  Assam, Karnataka, Sikkim, Tamil Nadu, West Bengal  "
2015,india,Wednesday,October 21Oct 21,Durgastami ,  Telangana  
2015,india,Thursday,October 22Oct 22,Dussehra ,  Vijaya Dashami.  
2015,india,Thursday,October 22Oct 22,Mahanavami ,"  Kerala, Odisha only. Ninth Day of Dussehra  "
2015,india,Friday,October 23Oct 23,Vijaya Dashami ,"  Assam, Kerala, Odisha, Sikkim. Dussehra  "
2015,india,Saturday,October 24Oct 24,Muharram (10th Day) ,   Day of Ashurah  
2015,india,Saturday,October 24Oct 24,Durga Puja ,"  Mahastami. Odisha, Sikkim only  "
2015,india,Sunday,October 25Oct 25,  Public Holiday  ,  Punjab Only  
2015,india,Monday,October 26Oct 26,  Lakshmi Puja  ,  West Bengal only.  
2015,india,Tuesday,October 27Oct 27,Maharishi Valmiki Birthday ,"  Haryana, Himachal Pradesh, Karnataka, Punjab.  "
2015,india,Tuesday,October 27Oct 27,  Lakshmi Puja  ,"  Odisha, Tripura only.  "
2015,india,Saturday,October 31Oct 31,  Public Holiday  ,  Uttar Pradesh. Birthday of birth anniversary of Sardar Patel and Narendra Dev  
2015,india,Sunday,November 01Nov 1,Kannada Rajyothsava ,  Bangalore Only. Karnataka Formation Day  
2015,india,Sunday,November 01Nov 1,  Haryana Day  ,  Haryana only.  
2015,india,Tuesday,November 10Nov 10,Deewali ,  Deepawali.  
2015,india,Tuesday,November 10Nov 10,Kali Puja ,  Odisha West Bengal only. Falls on same date as Diwali  
2015,india,Wednesday,November 11Nov 11,Deewali ,"  Deepawali. Delhi,  Haryana, Himachal Pradesh, Odisha, Punjab, Telangana  "
2015,india,Wednesday,November 11Nov 11,Laxmi Puja ,  . Maharashtra  
2015,india,Thursday,November 12Nov 12,Diwali ,  Deepawali. Maharashtra  
2015,india,Thursday,November 12Nov 12,  Vishavkarma day  ,  Haryana only  
2015,india,Monday,November 16Nov 16,  Kartar Singh Sarabha Martyrdom Day  ,  Punjab Only  
2015,india,Tuesday,November 17Nov 17,Chhath Puja ,  Uttar Pradesh only  
2015,india,Wednesday,November 25Nov 25,  Rasa Purnima  ,  Odisha only  
2015,india,Wednesday,November 25Nov 25,Guru Nanak Birthday ,"  The Birthday of Guru Nanak Sahib, the founder of Sikhism, falls on full moon day of the month Kartik  "
2015,india,Saturday,November 28Nov 28,  Kanakadasa Jayanthi  ,  Karnataka only  
2015,india,Sunday,December 06Dec 6,Dr Ambedkar death anniversary ,  Uttar Pradesh.   
2015,india,Thursday,December 17Dec 17,  Public Holiday  ,  Haryana only. Public sector only.  
2015,india,Thursday,December 24Dec 24,Id-e-Milad ,  Birthday of Prophet Muhammad. Second time in 2015.  
2015,india,Friday,December 25Dec 25,Christmas Day  ,  Observed in all states  
2015,india,Saturday,December 26Dec 26,  Shaheed Udham Singh's Birthday  ,"  Haryana, Punjab only.  "
2016,india
2016,india,Friday,January 01Jan 1,New Years Day ,"  Arunachal pradesh, Manipur, Meghalaya, Miizoram, Nagaland, Sikkim, Tamil Nadu, Telangana  "
2016,india,Saturday,January 02Jan 2,  Mannam Jayanthi  ,  Kerala Only  
2016,india,Tuesday,January 12Jan 12,  Birthday of Swami Vivekananda  ,  West Bengal only.  
2016,india,Thursday,January 14Jan 14,Bhogi ,  Telangana  
2016,india,Thursday,January 14Jan 14,Pongal ,"  Also known as Makar Sankranti, Lohri, Bihu, Hadaga, Poki  "
2016,india,Friday,January 15Jan 15,Pongal ,  Tamil Nadu  
2016,india,Friday,January 15Jan 15,Sankranti ,"  Andhra Pradesh, Assam, Karnataka, Telangana  "
2016,india,Saturday,January 16Jan 16,Guru Gobind Singh Jayanti ,"  Himachal Pradesh, Punjab, Rajasthan. Birthday of the final Sikh prophet-teacher  "
2016,india,Saturday,January 16Jan 16,Thiruvalluvar Day ,  Tamil Nadu only  
2016,india,Sunday,January 17Jan 17,Uzhavar Tirunal ,"  Puducherry, Tamil Nadu only  "
2016,india,Saturday,January 23Jan 23,  Netaji Subhas Chandra Bose Jayanti  ,"  Assam, Odisha, Tripura, West Bengal. Birthday of a prominent leader in the Indian freedom movement  "
2016,india,Monday,January 25Jan 25,Statehood Day ,  Himachal Pradesh only  
2016,india,Tuesday,January 26Jan 26,Republic Day  ,   Commemorates the establishment of the Constitution of India  
2016,india,Thursday,January 28Jan 28,  Birthday of Lala Lajpat Rai  ,  150th year anniversary  
2016,india,Sunday,January 31Jan 31,  Me-dam-me-phi  ,  Assam. Ancestor festival  
2016,india,Tuesday,February 02Feb 2,  Public Holiday  ,  Voting in GHMC elections  
2016,india,Tuesday,February 09Feb 9,Losar ,  Sikkim only. Tibetan New Year  
2016,india,Tuesday,February 09Feb 9,  Sonam Lhochar  ,  Sikkim only. Tamang New Year  
2016,india,Friday,February 12Feb 12,Vasant Panchami ,"  Haryana, Odisha, Punjab, Tripura  "
2016,india,Friday,February 12Feb 12,  Sir Chhotu Ram Jayanti  ,  Haryana only  
2016,india,Saturday,February 13Feb 13,Sree Panchami ,  West Bengal  
2016,india,Friday,February 19Feb 19,  Chhatrapati Shivaji Maharaj Jayanti  ,  Maharashtra only  
2016,india,Monday,February 22Feb 22,Guru Ravidas Birthday ,"  Haryana, Himachal Pradesh, Punjab only  "
2016,india,Friday,March 04Mar 4,  Maharshi Dayanand Saraswati Jayanti  ,  Haryana only  
2016,india,Saturday,March 05Mar 5,  Panchayati Raj Diwas  ,  Odisha  
2016,india,Monday,March 07Mar 7,Maha Shivratri  ,  Celebrated on the 13th night/14th day in the Krishna Paksha  
2016,india,Wednesday,March 09Mar 9,  Solar Eclipse  ,  Odisha  
2016,india,Tuesday,March 22Mar 22,  Bihar Divas  ,  Bihar Only  
2016,india,Wednesday,March 23Mar 23,Doljatra ,  Holi Dahan  
2016,india,Wednesday,March 23Mar 23,  Shahidi Divas S. Bhagat Singh Ji  ,"  Punjab, Rajasthan only  "
2016,india,Wednesday,March 23Mar 23,"  Shaheedi Diwas of Bhagat Singh, Rajguru & Sukhdev  ",  Haryana only  
2016,india,Thursday,March 24Mar 24,Holi  ,
2016,india,Thursday,March 24Mar 24,Maundy Thursday ,  Kerala only  
2016,india,Friday,March 25Mar 25,Good Friday  ,  Friday before Easter Sunday  
2016,india,Friday,April 01Apr 1,  Odisha Day  ,  Odisha only. Utkal Divas  
2016,india,Friday,April 01Apr 1,  Bank Holiday  ,  Banks only. Annual accounts closing  
2016,india,Tuesday,April 05Apr 5,  Babu Jagjivan Ram Birthday  ,  Telangana only  
2016,india,Friday,April 08Apr 8,Ugadi ,  Telugu and Kannada New Year  
2016,india,Friday,April 08Apr 8,  Cheti Chand  ,  Gujarat only.   
2016,india,Wednesday,April 13Apr 13,  Vaisakhi  ,"  Haryana, Punjab only  "
2016,india,Wednesday,April 13Apr 13,  Bohag Bihu Holiday  ,  Assam only  
2016,india,Wednesday,April 13Apr 13,  Biju Festival  ,  Tripura only  
2016,india,Wednesday,April 13Apr 13,  Maha Vishuba Sankranti  ,  Odisha  
2016,india,Thursday,April 14Apr 14,Tamil New Year ,  Puthandu. Tamil Nadu only  
2016,india,Thursday,April 14Apr 14,Bengali New Year ,"  Tripura, West Bengal only  "
2016,india,Thursday,April 14Apr 14,Dr Ambedkar Jayanti ,  Birthday of Bhimrao Ramji Ambedekar  
2016,india,Thursday,April 14Apr 14,  Vishu  ,  Kerala Only. First day of Tulu calendar  
2016,india,Thursday,April 14Apr 14,  Bohag Bihu  ,"  Assamese New Year. Arunachal Pradesh, Assam  "
2016,india,Thursday,April 14Apr 14,  Ashoka's Birth Anniversary  ,  Bihar only  
2016,india,Friday,April 15Apr 15,Ram Navami ,  Celebrates the birth of Lord Rama to King Dasharatha of Ayodhya  
2016,india,Friday,April 15Apr 15,  Himachal Day  ,  Himachal Pradesh only. The province of Himachal Pradesh was created on 15 April 1948  
2016,india,Friday,April 15Apr 15,  Bohag Bihu Holiday  ,  Assam only  
2016,india,Tuesday,April 19Apr 19,Mahavir Jayanti  ,  The most important religious holiday in Jainism  
2016,india,Wednesday,April 20Apr 20,  Garia Puja  ,  Tripura only  
2016,india,Thursday,April 21Apr 21,  Hazrat Alis Birthday  ,  Uttar Pradesh only. Son in law of Prophet Muhammad  
2016,india,Sunday,May 01May 1,  Maharashtra Day  ,  Maharashtra only. Commemorates the formation of the state of Maharashtra on 1 May 1960  
2016,india,Sunday,May 01May 1,May Day ,  Many states  
2016,india,Sunday,May 08May 8,  Birthday of Rabindra Nath Tagore  ,"  Tripura, West Bengal.  A Bengali polymath who reshaped literature and music.  "
2016,india,Sunday,May 08May 8,  Parashurama Jayanti  ,  Himachal Pradesh only  
2016,india,Monday,May 09May 9,  Parashurama Jayanti  ,"  Haryana, Punjab, Uttar Pradesh only  "
2016,india,Monday,May 09May 9,  Basava Jayanthi  ,  Karnataka only. The most important festival of the Lingayats.  
2016,india,Monday,May 16May 16,  State Day  ,  Sikkim only  
2016,india,Monday,May 16May 16,  Public Holiday  ,  Kerala only. Allow voting in Assembly elections  
2016,india,Saturday,May 21May 21,Buddha Purnima  ,  Birth of Buddha  
2016,india,Wednesday,May 25May 25,  Birthday of Kazi Nazrul Islam  ,  Tripura only.   
2016,india,Tuesday,June 07Jun 7,  Maharana Pratap Jayanti  ,"  Haryana, Himachal Pradesh only  "
2016,india,Wednesday,June 08Jun 8,  Guru Arjun Dev Martyrdom day  ,  Punjab Only  
2016,india,Tuesday,June 14Jun 14,  Pahili Raja  ,  Odisha  
2016,india,Wednesday,June 15Jun 15,  Raja Sankranti  ,  Odisha only  
2016,india,Monday,June 20Jun 20,  Sant Guru Kabir Jayanti  ,"  Gazetted holiday in Haryana, Himachal Pradesh, Punjab.  "
2016,india,Friday,July 01Jul 1,Jumat-ul-Wida ,  Last Friday of Ramadam  
2016,india,Wednesday,July 06Jul 6,Idul Fitr  ,  Many states  
2016,india,Wednesday,July 06Jul 6,  Ratha Yatra  ,  Odisha  
2016,india,Thursday,July 07Jul 7,Ramzan ,  Many states  
2016,india,Friday,July 08Jul 8,Ramzan ,  Telengana  
2016,india,Tuesday,July 12Jul 12,Kharchi Puja ,  Tripura only  
2016,india,Tuesday,July 26Jul 26,Ker Puja ,  Tripura only  
2016,india,Sunday,July 31Jul 31,  Martyrdom Day of Shaheed Udham Singh  ,  Punjab only  
2016,india,Monday,August 01Aug 1,  Bonalu  ,
2016,india,Tuesday,August 02Aug 2,  Karkkadaka Vavu  ,  Kerala  
2016,india,Monday,August 15Aug 15,Independence Day  ,
2016,india,Wednesday,August 17Aug 17,Parsi New Year ,"  Jamshed Navroz. Gujarat, Mumbai Only  "
2016,india,Thursday,August 18Aug 18,Raksha Bandhan ,"  Gujarat, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh only.  "
2016,india,Wednesday,August 24Aug 24,Sreekrishna Jayanthi ,"  Kerala, Odisha. Celebrates the birth of Lord Shri Krishna  "
2016,india,Thursday,August 25Aug 25,Janmashtami ,  Restricted Holiday. Celebrates the birth of Lord Shri Krishna  
2016,india,Friday,September 02Sep 2,  Parkash Utsav Sri Guru Granth Sahib Ji  ,  Punjab only  
2016,india,Saturday,September 03Sep 3,  Tithi of Shrimanta Shankar Dev  ,  Assam only  
2016,india,Sunday,September 04Sep 4,Teej ,  Haryana only  
2016,india,Monday,September 05Sep 5,Ganesh Chaturthi ,  Varasiddhi Vinayaka Vrata  
2016,india,Tuesday,September 06Sep 6,  Nuakhai  ,  Odisha only. Harvest Festival.  Day after Ganesh Chaturthi  
2016,india,Tuesday,September 06Sep 6,Ganesh Chaturthi Holiday ,  Goa only  
2016,india,Saturday,September 10Sep 10,  Birthday of Baba Sri Chand Ji  ,  Punjab only  
2016,india,Monday,September 12Sep 12,Idul Juha ,"  Bakrid. Except Gujarat, Maharashtra, Tamil Nadu, Telangana, Sikkim.  "
2016,india,Tuesday,September 13Sep 13,  First Onam  ,  Kerala only. Harvest Festival  
2016,india,Tuesday,September 13Sep 13,Bakrid ,"  Gujurat, Maharashtra, Odisha, Telangana, Tamil Nadu  "
2016,india,Wednesday,September 14Sep 14,  Thiruvonam  ,  Kerala only. Harvest Festival  
2016,india,Thursday,September 15Sep 15,  Third Onam  ,  Kerala only. Harvest Festival  
2016,india,Friday,September 16Sep 16,  Sree Narayana Guru Jayanti  ,  Kerala only. Marks the birth of a key social reformer  
2016,india,Friday,September 16Sep 16,  Fourth Onam  ,  Kerala only. Harvest Festival  
2016,india,Wednesday,September 21Sep 21,  Sree Narayana Guru Samadhi  ,  Kerala only. Marks the death of a key social reformer  
2016,india,Friday,September 23Sep 23,  Haryana's Heroes' Martyrdom Day  ,  Haryana only  
2016,india,Wednesday,September 28Sep 28,  Birthday of S. Bhagat Singh Ji  ,  Punjab only  
2016,india,Wednesday,September 28Sep 28,Birthday of S. Bhagat Singh Ji ,  Punjab only  
2016,india,Friday,September 30Sep 30,Mahalaya ,"  Karnataka, Odisha, Tripura, West Bengal only.  "
2016,india,Saturday,October 01Oct 1,  Maharaja Agrasen Jayanati  ,"  Haryana, Punjab, Rajasthan only  "
2016,india,Sunday,October 02Oct 2,Mahatma Gandhi Birthday ,   Gandhi Jayanti  
